BHK,Rent,Size,Area Type,City,Furnishing Status,Bathroom,Point of Contact
3,98000,1400,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
3,330000,1500,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
3,65000,1050,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
3,85000,920,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
1,40000,450,Carpet Area,Mumbai,Semi-Furnished,1,Contact Agent
1,23000,440,Carpet Area,Mumbai,Semi-Furnished,1,Contact Agent
3,55000,932,Super Area,Mumbai,Unfurnished,3,Contact Owner
1,15000,270,Carpet Area,Mumbai,Unfurnished,2,Contact Owner
1,52000,379,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,13000,582,Carpet Area,Mumbai,Furnished,2,Contact Owner
2,95000,800,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,25000,444,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,21000,428,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
5,360000,1880,Carpet Area,Mumbai,Furnished,4,Contact Agent
2,60000,888,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,19000,490,Super Area,Mumbai,Unfurnished,1,Contact Owner
3,140000,937,Carpet Area,Mumbai,Unfurnished,4,Contact Agent
2,30000,710,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
4,130000,1617,Carpet Area,Mumbai,Semi-Furnished,5,Contact Agent
2,80000,836,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,85000,1200,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
2,65000,950,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,33000,460,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,36000,585,Super Area,Mumbai,Semi-Furnished,2,Contact Agent
2,22000,550,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,17000,375,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
2,55000,700,Carpet Area,Mumbai,Furnished,2,Contact Agent
2,66000,750,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
4,140000,2000,Carpet Area,Mumbai,Furnished,4,Contact Agent
4,260000,2046,Carpet Area,Mumbai,Semi-Furnished,5,Contact Agent
2,32000,750,Super Area,Mumbai,Semi-Furnished,2,Contact Owner
2,45000,730,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,50000,750,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,18500,229,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
2,51000,910,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
4,140000,1648,Carpet Area,Mumbai,Semi-Furnished,5,Contact Agent
3,80000,1100,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
1,30000,560,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,85000,850,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,15000,450,Super Area,Mumbai,Unfurnished,1,Contact Owner
2,50000,820,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,60000,750,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,23000,410,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
1,14500,490,Carpet Area,Mumbai,Unfurnished,2,Contact Owner
2,40000,700,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
5,650000,3000,Carpet Area,Mumbai,Semi-Furnished,5,Contact Agent
1,80000,560,Carpet Area,Mumbai,Furnished,1,Contact Agent
2,55000,650,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,12000,520,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
2,45000,850,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,90000,777,Carpet Area,Mumbai,Furnished,2,Contact Agent
2,43000,771,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,22000,400,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
2,20000,600,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,26000,390,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
4,850000,3200,Carpet Area,Mumbai,Furnished,4,Contact Agent
1,34999,450,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,35000,500,Super Area,Mumbai,Semi-Furnished,2,Contact Owner
1,50000,410,Carpet Area,Mumbai,Semi-Furnished,1,Contact Agent
1,16000,160,Carpet Area,Mumbai,Unfurnished,1,Contact Owner
2,55000,750,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,39000,585,Super Area,Mumbai,Unfurnished,2,Contact Agent
3,100000,1300,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
1,25000,350,Carpet Area,Mumbai,Furnished,1,Contact Owner
1,25000,490,Super Area,Mumbai,Semi-Furnished,2,Contact Owner
2,49500,650,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,21000,225,Carpet Area,Mumbai,Unfurnished,1,Contact Owner
2,110000,850,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,21000,385,Super Area,Mumbai,Unfurnished,1,Contact Owner
2,46700,800,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
4,400000,2500,Carpet Area,Mumbai,Furnished,4,Contact Agent
4,280000,1526,Carpet Area,Mumbai,Semi-Furnished,5,Contact Agent
1,18000,300,Super Area,Mumbai,Unfurnished,1,Contact Owner
3,80000,1800,Super Area,Mumbai,Semi-Furnished,3,Contact Agent
2,88000,800,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
3,90000,890,Carpet Area,Mumbai,Furnished,2,Contact Agent
2,38000,700,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,20000,465,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
2,140000,900,Carpet Area,Mumbai,Furnished,2,Contact Agent
3,78000,1073,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
1,21000,450,Super Area,Mumbai,Unfurnished,1,Contact Owner
3,95000,1350,Carpet Area,Mumbai,Furnished,3,Contact Agent
2,90000,800,Carpet Area,Mumbai,Furnished,2,Contact Agent
2,34000,600,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,55000,650,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,52000,550,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,74999,840,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,75000,1121,Carpet Area,Mumbai,Furnished,2,Contact Agent
2,45000,650,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,22000,575,Super Area,Mumbai,Unfurnished,1,Contact Owner
1,32000,475,Super Area,Mumbai,Furnished,1,Contact Owner
2,34000,830,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
3,170000,1337,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
1,23000,420,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,20000,310,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
3,350000,1800,Carpet Area,Mumbai,Furnished,4,Contact Agent
3,90000,967,Carpet Area,Mumbai,Furnished,3,Contact Agent
1,55000,505,Carpet Area,Mumbai,Semi-Furnished,1,Contact Agent
1,15000,275,Super Area,Mumbai,Unfurnished,1,Contact Owner
2,22000,640,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
3,60000,1500,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
2,49000,850,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,34000,900,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,24000,430,Carpet Area,Mumbai,Furnished,2,Contact Agent
4,270000,1649,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
3,69000,1100,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
3,120000,1200,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
2,32000,680,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,24000,600,Carpet Area,Mumbai,Semi-Furnished,2,Contact Owner
4,100000,1560,Carpet Area,Mumbai,Unfurnished,4,Contact Agent
5,600000,4500,Carpet Area,Mumbai,Furnished,5,Contact Agent
2,45000,771,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,80000,800,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,37000,800,Super Area,Mumbai,Semi-Furnished,2,Contact Agent
3,210000,1425,Carpet Area,Mumbai,Furnished,4,Contact Agent
4,190000,1750,Carpet Area,Mumbai,Semi-Furnished,4,Contact Agent
1,25000,475,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
4,210000,2000,Carpet Area,Mumbai,Unfurnished,5,Contact Agent
3,200000,1375,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
5,310000,2800,Carpet Area,Mumbai,Semi-Furnished,5,Contact Agent
1,26000,650,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
2,27000,600,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
1,26000,649,Super Area,Mumbai,Unfurnished,1,Contact Owner
2,60000,950,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,12000,225,Carpet Area,Mumbai,Unfurnished,1,Contact Owner
2,180000,1000,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,30000,330,Carpet Area,Mumbai,Furnished,1,Contact Agent
3,100000,1200,Carpet Area,Mumbai,Furnished,3,Contact Agent
3,140000,1270,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
3,70000,920,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
2,20000,630,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,22000,670,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,32000,450,Super Area,Mumbai,Furnished,1,Contact Owner
1,20000,265,Super Area,Mumbai,Unfurnished,1,Contact Owner
2,50000,600,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,29000,670,Carpet Area,Mumbai,Unfurnished,2,Contact Owner
2,45000,650,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,6500,422,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,55000,955,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,69999,1100,Carpet Area,Mumbai,Furnished,3,Contact Agent
1,18500,300,Carpet Area,Mumbai,Unfurnished,1,Contact Owner
2,50000,900,Carpet Area,Mumbai,Semi-Furnished,2,Contact Owner
2,45000,785,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,85000,1350,Carpet Area,Mumbai,Furnished,3,Contact Agent
2,85000,900,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,25000,400,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
2,75000,800,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
2,190000,895,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,20000,625,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
2,30000,720,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,75000,750,Carpet Area,Mumbai,Furnished,2,Contact Agent
3,350000,1663,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,70000,660,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,32000,700,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,22000,377,Super Area,Mumbai,Unfurnished,2,Contact Owner
2,35000,650,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,47000,650,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
4,400000,2080,Carpet Area,Mumbai,Semi-Furnished,5,Contact Agent
2,31000,700,Super Area,Mumbai,Semi-Furnished,2,Contact Owner
1,60000,430,Carpet Area,Mumbai,Furnished,1,Contact Agent
2,58000,650,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,85000,890,Carpet Area,Mumbai,Furnished,2,Contact Agent
2,45000,965,Super Area,Mumbai,Unfurnished,2,Contact Agent
1,7500,630,Super Area,Mumbai,Semi-Furnished,2,Contact Agent
4,250000,2100,Carpet Area,Mumbai,Semi-Furnished,4,Contact Agent
3,150000,1100,Carpet Area,Mumbai,Furnished,3,Contact Agent
2,80000,730,Carpet Area,Mumbai,Semi-Furnished,2,Contact Owner
3,75000,1380,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
3,66000,1100,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
1,45000,450,Carpet Area,Mumbai,Semi-Furnished,1,Contact Agent
1,22000,500,Super Area,Mumbai,Unfurnished,1,Contact Owner
3,65000,1100,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
3,55000,868,Carpet Area,Mumbai,Unfurnished,3,Contact Agent
2,55000,750,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,36000,540,Super Area,Mumbai,Unfurnished,2,Contact Owner
4,230000,2100,Carpet Area,Mumbai,Furnished,5,Contact Agent
1,22000,450,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
3,170000,1600,Carpet Area,Mumbai,Semi-Furnished,4,Contact Agent
1,34000,560,Super Area,Mumbai,Semi-Furnished,2,Contact Owner
1,45000,500,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
1,14000,305,Carpet Area,Mumbai,Unfurnished,1,Contact Agent
3,75000,970,Carpet Area,Mumbai,Furnished,2,Contact Owner
1,7000,480,Carpet Area,Mumbai,Unfurnished,1,Contact Owner
2,55000,720,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,55000,950,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
4,700000,3200,Carpet Area,Mumbai,Furnished,4,Contact Agent
3,140000,1450,Carpet Area,Mumbai,Furnished,3,Contact Agent
2,42000,774,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,27000,450,Super Area,Mumbai,Unfurnished,1,Contact Agent
3,60000,1000,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
1,17000,340,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
1,30000,430,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,45000,722,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
3,90000,1152,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,25000,641,Super Area,Mumbai,Unfurnished,1,Contact Owner
2,70000,810,Carpet Area,Mumbai,Furnished,2,Contact Agent
2,90000,800,Carpet Area,Mumbai,Furnished,2,Contact Agent
2,110000,875,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,20000,700,Super Area,Mumbai,Unfurnished,2,Contact Owner
1,35000,420,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
3,80000,1400,Carpet Area,Mumbai,Furnished,3,Contact Owner
2,54500,758,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
4,350000,2880,Carpet Area,Mumbai,Unfurnished,5,Contact Agent
1,45000,480,Carpet Area,Mumbai,Furnished,2,Contact Agent
1,38000,550,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,90000,900,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
1,22000,400,Super Area,Mumbai,Unfurnished,1,Contact Owner
2,70000,760,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
4,380000,2800,Carpet Area,Mumbai,Unfurnished,5,Contact Agent
1,50000,400,Carpet Area,Mumbai,Semi-Furnished,1,Contact Agent
4,680000,1962,Carpet Area,Mumbai,Semi-Furnished,5,Contact Agent
3,140000,1100,Carpet Area,Mumbai,Semi-Furnished,3,Contact Agent
2,40000,800,Super Area,Mumbai,Semi-Furnished,2,Contact Owner
2,32000,590,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,78000,600,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
4,280000,2500,Carpet Area,Mumbai,Semi-Furnished,6,Contact Agent
2,45000,670,Carpet Area,Mumbai,Unfurnished,2,Contact Agent
2,65000,960,Carpet Area,Mumbai,Semi-Furnished,2,Contact Agent
2,65000,1500,Super Area,Mumbai,Semi-Furnished,3,Contact Owner
1,35000,500,Super Area,Mumbai,Semi-Furnished,1,Contact Owner
3,90000,1120,Carpet Area,Mumbai,Furnished,2,Contact Agent
4,250000,2729,Carpet Area,Mumbai,Semi-Furnished,5,Contact Agent
3,70000,3354,Carpet Area,Bangalore,Furnished,3,Contact Agent
2,10500,800,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
2,13000,1000,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
2,17000,1040,Super Area,Bangalore,Furnished,2,Contact Owner
3,21000,1403,Super Area,Bangalore,Semi-Furnished,3,Contact Owner
2,10000,600,Super Area,Bangalore,Furnished,1,Contact Owner
4,61500,2608,Carpet Area,Bangalore,Semi-Furnished,3,Contact Agent
2,13000,850,Carpet Area,Bangalore,Semi-Furnished,2,Contact Agent
1,7500,400,Super Area,Bangalore,Unfurnished,1,Contact Owner
2,17000,1000,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
3,25000,1350,Carpet Area,Bangalore,Semi-Furnished,3,Contact Owner
2,10500,800,Carpet Area,Bangalore,Semi-Furnished,2,Contact Owner
1,8000,350,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
1,9500,900,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
3,50000,2000,Carpet Area,Bangalore,Semi-Furnished,3,Contact Agent
2,13000,700,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
1,13500,600,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
2,13000,700,Carpet Area,Bangalore,Semi-Furnished,1,Contact Owner
1,15000,600,Super Area,Bangalore,Semi-Furnished,1,Contact Agent
2,15000,1400,Super Area,Bangalore,Furnished,3,Contact Owner
1,7000,600,Super Area,Bangalore,Unfurnished,1,Contact Owner
2,25000,770,Super Area,Bangalore,Furnished,2,Contact Owner
2,17000,900,Carpet Area,Bangalore,Semi-Furnished,2,Contact Owner
1,7500,500,Super Area,Bangalore,Furnished,1,Contact Owner
2,15000,1100,Super Area,Bangalore,Unfurnished,2,Contact Owner
1,7500,500,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
3,25000,1260,Super Area,Bangalore,Furnished,3,Contact Owner
3,54000,1750,Carpet Area,Bangalore,Semi-Furnished,3,Contact Agent
1,14500,600,Carpet Area,Bangalore,Semi-Furnished,1,Contact Agent
1,4500,450,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
2,10500,800,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
1,5500,400,Super Area,Bangalore,Unfurnished,1,Contact Owner
2,16000,600,Carpet Area,Bangalore,Unfurnished,2,Contact Owner
1,7000,400,Super Area,Bangalore,Unfurnished,1,Contact Owner
2,12500,900,Super Area,Bangalore,Furnished,2,Contact Owner
2,10000,1200,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
2,18000,1045,Carpet Area,Bangalore,Semi-Furnished,2,Contact Owner
3,28000,1021,Carpet Area,Bangalore,Furnished,3,Contact Owner
3,12000,1200,Super Area,Bangalore,Unfurnished,2,Contact Owner
2,13000,1000,Carpet Area,Bangalore,Unfurnished,1,Contact Owner
2,50000,1280,Carpet Area,Bangalore,Furnished,2,Contact Agent
1,7000,450,Carpet Area,Bangalore,Semi-Furnished,1,Contact Owner
2,30000,450,Super Area,Bangalore,Unfurnished,2,Contact Owner
1,10000,600,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
2,15000,800,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
1,7500,500,Super Area,Bangalore,Unfurnished,1,Contact Owner
3,45000,1680,Super Area,Bangalore,Semi-Furnished,3,Contact Agent
3,65000,2000,Carpet Area,Bangalore,Semi-Furnished,3,Contact Agent
1,12000,500,Carpet Area,Bangalore,Semi-Furnished,1,Contact Agent
1,7000,500,Carpet Area,Bangalore,Semi-Furnished,1,Contact Owner
1,9000,800,Super Area,Bangalore,Unfurnished,1,Contact Owner
2,23000,1100,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
2,30000,1200,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
1,8000,500,Carpet Area,Bangalore,Unfurnished,1,Contact Owner
2,16000,1155,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
1,7500,440,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
2,20000,1040,Carpet Area,Bangalore,Semi-Furnished,2,Contact Agent
4,110000,2900,Carpet Area,Bangalore,Furnished,4,Contact Agent
3,30000,1200,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
3,20000,1600,Super Area,Bangalore,Semi-Furnished,3,Contact Agent
4,84000,3150,Carpet Area,Bangalore,Unfurnished,4,Contact Owner
2,17000,1000,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
2,15000,1200,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
1,6000,400,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
2,16000,950,Carpet Area,Bangalore,Furnished,3,Contact Owner
2,9500,530,Carpet Area,Bangalore,Semi-Furnished,1,Contact Owner
1,8000,300,Carpet Area,Bangalore,Unfurnished,1,Contact Owner
2,15000,1000,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
1,12000,450,Super Area,Bangalore,Unfurnished,1,Contact Owner
1,10000,600,Carpet Area,Bangalore,Semi-Furnished,1,Contact Owner
2,16000,1100,Super Area,Bangalore,Unfurnished,2,Contact Owner
1,11000,400,Super Area,Bangalore,Unfurnished,1,Contact Owner
2,11000,700,Super Area,Bangalore,Unfurnished,2,Contact Owner
2,20000,1105,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
3,24000,1430,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
2,14500,850,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
1,4000,650,Super Area,Bangalore,Unfurnished,1,Contact Owner
2,12000,1200,Super Area,Bangalore,Unfurnished,2,Contact Owner
2,8500,600,Super Area,Bangalore,Unfurnished,2,Contact Owner
1,9000,400,Carpet Area,Bangalore,Semi-Furnished,1,Contact Owner
4,180000,2800,Carpet Area,Bangalore,Furnished,4,Contact Agent
2,10500,1100,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
2,12000,900,Super Area,Bangalore,Unfurnished,2,Contact Owner
3,32000,1300,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
2,15000,1000,Super Area,Bangalore,Semi-Furnished,3,Contact Owner
3,21000,1000,Carpet Area,Bangalore,Furnished,3,Contact Owner
2,12000,900,Carpet Area,Bangalore,Unfurnished,2,Contact Agent
1,7000,800,Carpet Area,Bangalore,Unfurnished,1,Contact Agent
2,15000,750,Super Area,Bangalore,Unfurnished,2,Contact Owner
2,11400,1100,Carpet Area,Bangalore,Unfurnished,2,Contact Owner
2,15000,1200,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
2,19000,1000,Carpet Area,Bangalore,Semi-Furnished,2,Contact Agent
2,27000,1000,Carpet Area,Bangalore,Semi-Furnished,2,Contact Agent
3,48000,2000,Carpet Area,Bangalore,Semi-Furnished,3,Contact Agent
1,7000,550,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
2,15000,1130,Super Area,Bangalore,Unfurnished,2,Contact Owner
2,10000,600,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
1,7000,100,Carpet Area,Bangalore,Semi-Furnished,1,Contact Owner
2,9000,500,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
1,8000,600,Super Area,Bangalore,Unfurnished,1,Contact Owner
2,35000,1200,Carpet Area,Bangalore,Semi-Furnished,2,Contact Agent
2,16000,850,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
1,4500,600,Super Area,Bangalore,Unfurnished,1,Contact Owner
2,16000,600,Super Area,Bangalore,Unfurnished,1,Contact Owner
2,10000,700,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
1,8000,400,Carpet Area,Bangalore,Unfurnished,1,Contact Owner
1,6000,400,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
2,13000,1000,Carpet Area,Bangalore,Unfurnished,2,Contact Owner
2,10000,1200,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
3,55000,1603,Carpet Area,Bangalore,Semi-Furnished,3,Contact Agent
3,15000,1200,Super Area,Bangalore,Semi-Furnished,3,Contact Owner
1,12000,420,Carpet Area,Bangalore,Semi-Furnished,1,Contact Agent
2,9000,1200,Super Area,Bangalore,Semi-Furnished,2,Contact Owner
3,36000,1771,Super Area,Bangalore,Semi-Furnished,3,Contact Agent
3,37000,1200,Super Area,Bangalore,Semi-Furnished,3,Contact Owner
2,6000,700,Super Area,Bangalore,Unfurnished,1,Contact Owner
1,17000,610,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
1,8000,800,Super Area,Bangalore,Unfurnished,1,Contact Owner
1,7500,550,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
2,9500,750,Super Area,Bangalore,Semi-Furnished,1,Contact Owner
2,13500,700,Carpet Area,Bangalore,Semi-Furnished,2,Contact Owner
1,9000,600,Carpet Area,Bangalore,Semi-Furnished,1,Contact Owner
1,7000,360,Super Area,Bangalore,Unfurnished,1,Contact Owner
2,12000,800,Super Area,Bangalore,Unfurnished,2,Contact Owner
4,100000,3700,Carpet Area,Bangalore,Semi-Furnished,5,Contact Agent
