BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Bathroom
1,12000,600,3 out of 3,Super Area,Bangalore,Semi-Furnished,1
2,20000,980,3 out of 4,Super Area,Bangalore,Furnished,2
3,25000,1500,1 out of 7,Super Area,Bangalore,Semi-Furnished,3
3,35000,1800,1 out of 1,Super Area,Bangalore,Semi-Furnished,3
1,7000,400,1 out of 2,Super Area,Bangalore,Unfurnished,1
1,7500,600,Ground out of 2,Carpet Area,Bangalore,Unfurnished,1
2,14000,1100,Ground out of 2,Carpet Area,Bangalore,Semi-Furnished,2
2,20000,1100,1 out of 5,Carpet Area,Bangalore,Semi-Furnished,2
4,380000,3500,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,5
2,21000,1100,2 out of 5,Carpet Area,Bangalore,Unfurnished,2
2,15000,700,1 out of 2,Super Area,Bangalore,Semi-Furnished,2
1,5500,600,1 out of 2,Carpet Area,Bangalore,Unfurnished,1
2,10000,700,1 out of 3,Super Area,Bangalore,Unfurnished,2
1,7000,250,1 out of 4,Super Area,Bangalore,Semi-Furnished,1
2,11500,1200,2 out of 3,Super Area,Bangalore,Semi-Furnished,1
3,22000,1450,Ground out of 4,Super Area,Bangalore,Semi-Furnished,3
2,19000,1221,2 out of 5,Carpet Area,Bangalore,Unfurnished,2
2,15000,1250,1 out of 4,Super Area,Bangalore,Semi-Furnished,2
2,10500,700,Ground out of 2,Carpet Area,Bangalore,Semi-Furnished,1
2,12000,700,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,2
1,7000,200,2 out of 3,Super Area,Bangalore,Semi-Furnished,1
2,15000,1200,Ground out of 1,Carpet Area,Bangalore,Semi-Furnished,2
2,23000,600,3 out of 5,Super Area,Bangalore,Semi-Furnished,2
1,6500,600,3 out of 5,Super Area,Bangalore,Semi-Furnished,1
3,29000,1800,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,3
2,12000,900,Ground out of 2,Carpet Area,Bangalore,Unfurnished,2
2,10000,1000,2 out of 2,Super Area,Bangalore,Semi-Furnished,2
2,12500,500,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,2
3,32000,1800,1 out of 4,Super Area,Bangalore,Semi-Furnished,3
1,8000,416,19 out of 20,Super Area,Bangalore,Unfurnished,1
2,10500,600,3 out of 5,Super Area,Bangalore,Semi-Furnished,1
1,6000,400,1 out of 3,Super Area,Bangalore,Unfurnished,1
3,16000,1200,2 out of 3,Super Area,Bangalore,Semi-Furnished,2
3,45000,1600,1 out of 4,Carpet Area,Bangalore,Semi-Furnished,3
1,6000,500,Ground out of 2,Super Area,Bangalore,Semi-Furnished,1
1,5000,500,1 out of 4,Super Area,Bangalore,Semi-Furnished,1
3,14000,1800,5 out of 7,Super Area,Bangalore,Semi-Furnished,3
2,20000,900,Ground out of 12,Carpet Area,Bangalore,Furnished,2
1,11000,550,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,1
1,5500,600,1 out of 2,Super Area,Bangalore,Unfurnished,1
3,55000,1800,1 out of 4,Carpet Area,Bangalore,Unfurnished,3
2,15000,976,1 out of 3,Super Area,Bangalore,Semi-Furnished,1
1,8500,350,2 out of 3,Super Area,Bangalore,Semi-Furnished,1
2,15000,1100,Ground out of 2,Carpet Area,Bangalore,Semi-Furnished,2
2,12000,500,2 out of 3,Super Area,Bangalore,Unfurnished,1
1,7500,600,3 out of 3,Carpet Area,Bangalore,Semi-Furnished,1
2,16000,1100,2 out of 4,Super Area,Bangalore,Semi-Furnished,2
2,20000,1150,2 out of 4,Carpet Area,Bangalore,Furnished,2
2,14500,850,Ground out of 3,Super Area,Bangalore,Semi-Furnished,2
1,6000,600,2 out of 2,Super Area,Bangalore,Semi-Furnished,1
2,14000,900,4 out of 5,Carpet Area,Bangalore,Semi-Furnished,2
1,7000,300,Ground out of 4,Super Area,Bangalore,Semi-Furnished,1
2,27500,1130,2 out of 4,Super Area,Bangalore,Semi-Furnished,2
2,18000,1200,Ground out of 3,Super Area,Bangalore,Unfurnished,2
2,10000,1000,1 out of 3,Super Area,Bangalore,Semi-Furnished,2
3,31000,1700,6 out of 9,Super Area,Bangalore,Furnished,3
2,15000,1100,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,2
1,11000,300,Ground out of 4,Super Area,Bangalore,Semi-Furnished,1
1,4500,600,Ground out of 3,Super Area,Bangalore,Unfurnished,1
1,10000,1000,Ground out of 2,Super Area,Bangalore,Semi-Furnished,2
2,10000,1200,1 out of 2,Super Area,Bangalore,Unfurnished,2
1,9000,500,Ground out of 3,Super Area,Bangalore,Semi-Furnished,1
2,16000,1050,1 out of 3,Super Area,Bangalore,Semi-Furnished,2
1,5000,350,2 out of 2,Carpet Area,Bangalore,Unfurnished,1
2,10000,1000,1 out of 3,Super Area,Bangalore,Semi-Furnished,2
1,15000,600,3 out of 5,Carpet Area,Bangalore,Semi-Furnished,1
1,3500,150,2 out of 3,Super Area,Bangalore,Unfurnished,1
2,16000,1400,1 out of 2,Super Area,Bangalore,Furnished,2
2,17000,1387,Ground out of 4,Super Area,Bangalore,Semi-Furnished,3
3,30000,1350,Ground out of 5,Super Area,Bangalore,Furnished,2
2,12000,1020,1 out of 4,Carpet Area,Bangalore,Unfurnished,2
1,9000,600,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,1
1,6000,400,3 out of 4,Super Area,Bangalore,Semi-Furnished,1
1,20000,550,2 out of 5,Carpet Area,Bangalore,Semi-Furnished,1
3,30000,1400,2 out of 4,Carpet Area,Bangalore,Furnished,2
2,20000,1050,5 out of 5,Carpet Area,Bangalore,Semi-Furnished,2
2,15000,800,1 out of 5,Super Area,Bangalore,Unfurnished,2
2,20000,1100,1 out of 3,Super Area,Bangalore,Unfurnished,2
3,25000,1500,Ground out of 3,Super Area,Bangalore,Semi-Furnished,2
1,9000,800,2 out of 3,Carpet Area,Bangalore,Semi-Furnished,1
2,17000,800,Ground out of 4,Carpet Area,Bangalore,Semi-Furnished,1
2,16500,1200,2 out of 3,Super Area,Bangalore,Semi-Furnished,2
1,7000,450,2 out of 4,Super Area,Bangalore,Unfurnished,1
3,30000,1425,Ground out of 5,Super Area,Bangalore,Semi-Furnished,2
2,8500,720,1 out of 4,Super Area,Bangalore,Semi-Furnished,2
1,8000,700,2 out of 3,Carpet Area,Bangalore,Semi-Furnished,1
2,20000,1100,2 out of 3,Super Area,Bangalore,Semi-Furnished,2
3,30000,1645,6 out of 12,Carpet Area,Bangalore,Semi-Furnished,3
3,120000,3276,3 out of 4,Super Area,Bangalore,Semi-Furnished,3
1,7000,500,2 out of 3,Super Area,Bangalore,Unfurnished,1
2,10000,600,4 out of 5,Super Area,Bangalore,Furnished,2
1,5000,600,1 out of 3,Super Area,Bangalore,Semi-Furnished,1
3,30000,1893,Ground out of 18,Super Area,Bangalore,Semi-Furnished,4
1,6500,450,1 out of 4,Super Area,Bangalore,Unfurnished,1
1,10000,650,4 out of 4,Carpet Area,Bangalore,Semi-Furnished,1
1,18000,400,Ground out of 3,Carpet Area,Bangalore,Unfurnished,1
2,30000,1296,9 out of 22,Carpet Area,Bangalore,Semi-Furnished,2
2,20000,1000,4 out of 5,Carpet Area,Bangalore,Semi-Furnished,2
1,16500,600,4 out of 5,Carpet Area,Bangalore,Unfurnished,1
1,15000,600,3 out of 3,Super Area,Bangalore,Furnished,1
4,130000,4800,11 out of 19,Carpet Area,Bangalore,Semi-Furnished,4
2,15000,1000,Ground out of 2,Super Area,Bangalore,Semi-Furnished,1
1,70000,800,1 out of 3,Carpet Area,Bangalore,Unfurnished,1
1,22000,455,2 out of 5,Carpet Area,Bangalore,Semi-Furnished,1
2,9750,575,Ground out of 2,Carpet Area,Bangalore,Semi-Furnished,2
2,23000,1066,3 out of 4,Super Area,Bangalore,Unfurnished,2
2,12000,850,3 out of 4,Super Area,Bangalore,Semi-Furnished,1
3,60000,1550,2 out of 5,Carpet Area,Bangalore,Semi-Furnished,3
2,11000,1000,2 out of 4,Super Area,Bangalore,Semi-Furnished,2
2,12000,800,1 out of 3,Super Area,Bangalore,Semi-Furnished,1
1,11000,450,1 out of 4,Carpet Area,Bangalore,Semi-Furnished,1
2,19000,1350,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,2
2,10000,1350,1 out of 1,Super Area,Bangalore,Semi-Furnished,2
1,7500,600,3 out of 4,Super Area,Bangalore,Semi-Furnished,1
3,55000,2150,3 out of 6,Super Area,Bangalore,Semi-Furnished,3
2,11000,1080,3 out of 5,Super Area,Bangalore,Semi-Furnished,2
3,50000,1450,3 out of 4,Super Area,Bangalore,Semi-Furnished,3
2,13500,700,2 out of 3,Super Area,Bangalore,Unfurnished,2
2,16500,1200,2 out of 4,Super Area,Bangalore,Semi-Furnished,2
3,120000,2110,3 out of 4,Carpet Area,Bangalore,Unfurnished,3
1,7000,500,2 out of 4,Super Area,Bangalore,Semi-Furnished,1
2,10000,850,2 out of 3,Super Area,Bangalore,Semi-Furnished,1
1,7000,400,2 out of 3,Super Area,Bangalore,Unfurnished,1
1,18000,800,Ground out of 2,Super Area,Bangalore,Furnished,1
1,11000,600,2 out of 4,Super Area,Bangalore,Semi-Furnished,1
1,9000,450,2 out of 3,Super Area,Bangalore,Unfurnished,1
3,60000,2080,2 out of 5,Carpet Area,Bangalore,Semi-Furnished,3
3,3500000,2500,4 out of 4,Carpet Area,Bangalore,Semi-Furnished,3
2,12500,650,3 out of 4,Super Area,Bangalore,Semi-Furnished,1
2,16000,1100,2 out of 4,Super Area,Bangalore,Semi-Furnished,2
2,30000,1025,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,2
2,17000,1100,1 out of 4,Carpet Area,Bangalore,Semi-Furnished,2
1,8000,350,2 out of 3,Super Area,Bangalore,Unfurnished,1
2,16500,1050,Ground out of 2,Super Area,Bangalore,Furnished,2
2,13000,600,2 out of 3,Super Area,Bangalore,Semi-Furnished,1
2,12000,800,1 out of 1,Super Area,Bangalore,Semi-Furnished,2
2,17000,700,2 out of 5,Super Area,Bangalore,Semi-Furnished,2
3,15000,750,1 out of 2,Super Area,Bangalore,Semi-Furnished,2
3,35000,1600,20 out of 25,Super Area,Bangalore,Semi-Furnished,3
2,13000,1180,1 out of 3,Carpet Area,Bangalore,Semi-Furnished,2
2,12000,1400,2 out of 4,Super Area,Bangalore,Semi-Furnished,2
1,10000,750,2 out of 5,Super Area,Bangalore,Semi-Furnished,1
2,9000,580,Ground out of 3,Carpet Area,Bangalore,Semi-Furnished,1
1,6000,350,Ground out of 1,Super Area,Bangalore,Unfurnished,1
2,8900,1100,1 out of 2,Super Area,Bangalore,Semi-Furnished,2
3,40000,1900,3 out of 6,Carpet Area,Bangalore,Unfurnished,3
2,24000,1105,1 out of 4,Carpet Area,Bangalore,Furnished,2
2,18500,1080,3 out of 12,Carpet Area,Bangalore,Furnished,2
2,16000,1281,1 out of 5,Super Area,Bangalore,Semi-Furnished,2
1,8000,600,Ground out of 3,Super Area,Bangalore,Semi-Furnished,1
2,15000,850,Ground out of 3,Super Area,Bangalore,Semi-Furnished,2
2,27000,1200,2 out of 5,Super Area,Bangalore,Semi-Furnished,2
2,17000,900,4 out of 5,Super Area,Bangalore,Furnished,2
3,50000,1250,3 out of 5,Carpet Area,Bangalore,Semi-Furnished,3
2,14000,800,3 out of 3,Carpet Area,Bangalore,Unfurnished,2
1,5000,500,Ground out of 3,Super Area,Bangalore,Unfurnished,1
2,8000,600,2 out of 3,Super Area,Bangalore,Semi-Furnished,2
3,20000,904,1 out of 5,Super Area,Bangalore,Furnished,2
2,15000,750,1 out of 4,Super Area,Bangalore,Semi-Furnished,2
3,20000,1252,3 out of 5,Carpet Area,Bangalore,Semi-Furnished,2
2,11000,1200,1 out of 2,Super Area,Bangalore,Semi-Furnished,2
2,8500,440,2 out of 4,Super Area,Bangalore,Furnished,2
3,22500,1600,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,3
2,15000,1200,3 out of 4,Super Area,Bangalore,Furnished,2
2,11000,950,2 out of 3,Carpet Area,Bangalore,Semi-Furnished,2
2,11000,800,Ground out of 4,Super Area,Bangalore,Unfurnished,2
2,9000,1000,1 out of 3,Carpet Area,Bangalore,Semi-Furnished,1
3,120000,2770,3 out of 22,Super Area,Bangalore,Semi-Furnished,3
2,15000,800,Ground out of 4,Super Area,Bangalore,Semi-Furnished,1
1,7000,400,Ground out of 2,Super Area,Bangalore,Semi-Furnished,1
1,5000,144,Ground out of 1,Super Area,Bangalore,Semi-Furnished,1
1,18000,600,2 out of 4,Super Area,Bangalore,Furnished,1
3,45000,2200,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,3
2,21000,1005,2 out of 5,Carpet Area,Bangalore,Semi-Furnished,3
2,10000,1200,Ground out of 1,Super Area,Bangalore,Semi-Furnished,2
2,15000,1180,Ground out of 5,Super Area,Bangalore,Semi-Furnished,2
2,11000,900,2 out of 3,Super Area,Bangalore,Semi-Furnished,2
1,7500,500,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,1
3,22000,1100,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,2
2,17000,1100,1 out of 3,Super Area,Bangalore,Semi-Furnished,2
1,6000,400,3 out of 4,Super Area,Bangalore,Semi-Furnished,1
2,20000,1250,3 out of 4,Super Area,Bangalore,Semi-Furnished,2
2,18000,600,Ground out of 2,Super Area,Bangalore,Unfurnished,2
2,13000,780,1 out of 3,Carpet Area,Bangalore,Semi-Furnished,1
2,38000,1274,9 out of 32,Carpet Area,Bangalore,Semi-Furnished,2
2,36000,1200,1 out of 4,Carpet Area,Bangalore,Furnished,2
1,7500,400,3 out of 4,Super Area,Bangalore,Unfurnished,1
1,9000,500,Ground out of 4,Super Area,Bangalore,Unfurnished,1
3,18000,1100,11 out of 18,Carpet Area,Bangalore,Semi-Furnished,3
1,6500,700,1 out of 4,Super Area,Bangalore,Unfurnished,1
2,6000,600,2 out of 3,Super Area,Bangalore,Semi-Furnished,1
2,18000,1200,3 out of 10,Carpet Area,Bangalore,Semi-Furnished,2
2,12000,900,2 out of 4,Super Area,Bangalore,Semi-Furnished,2
3,75000,1850,6 out of 11,Carpet Area,Bangalore,Semi-Furnished,3
2,25000,900,Ground out of 1,Super Area,Bangalore,Unfurnished,2
2,20000,1050,2 out of 4,Super Area,Bangalore,Semi-Furnished,2
2,8000,1200,2 out of 3,Super Area,Bangalore,Semi-Furnished,2
2,11000,600,2 out of 4,Super Area,Bangalore,Unfurnished,2
3,65000,1480,7 out of 14,Carpet Area,Bangalore,Furnished,2
1,6000,400,4 out of 5,Super Area,Bangalore,Semi-Furnished,1
4,160000,4500,4 out of 4,Carpet Area,Bangalore,Unfurnished,4
1,11000,600,Ground out of 3,Super Area,Bangalore,Semi-Furnished,1
2,20000,1100,1 out of 5,Super Area,Bangalore,Unfurnished,2
1,5500,600,Ground out of 3,Super Area,Bangalore,Unfurnished,1
3,12000,1100,6 out of 7,Super Area,Bangalore,Semi-Furnished,3
3,21500,1320,3 out of 4,Super Area,Bangalore,Semi-Furnished,2
2,9300,500,2 out of 4,Super Area,Bangalore,Unfurnished,1
1,6000,600,Ground out of 2,Super Area,Bangalore,Unfurnished,1
2,13000,650,1 out of 4,Super Area,Bangalore,Unfurnished,1
1,7000,300,3 out of 3,Carpet Area,Bangalore,Unfurnished,1
2,14000,1000,1 out of 4,Super Area,Bangalore,Unfurnished,2
2,14000,1200,Ground out of 3,Super Area,Bangalore,Semi-Furnished,2
1,6000,650,2 out of 6,Super Area,Bangalore,Semi-Furnished,1
1,12500,600,1 out of 1,Super Area,Bangalore,Unfurnished,1
1,7000,400,2 out of 7,Carpet Area,Bangalore,Semi-Furnished,1
2,13000,1000,2 out of 3,Super Area,Bangalore,Furnished,2
2,20000,1100,2 out of 3,Carpet Area,Bangalore,Semi-Furnished,2
2,24000,1300,2 out of 3,Super Area,Bangalore,Unfurnished,2
1,6000,600,3 out of 3,Super Area,Bangalore,Unfurnished,1
2,15000,800,1 out of 6,Super Area,Bangalore,Semi-Furnished,2
2,20000,1115,2 out of 4,Super Area,Bangalore,Furnished,2
2,17000,1060,1 out of 5,Carpet Area,Bangalore,Unfurnished,2
3,35000,1278,3 out of 7,Super Area,Bangalore,Semi-Furnished,2
3,22000,1500,2 out of 4,Super Area,Bangalore,Semi-Furnished,3
2,18000,1000,2 out of 3,Carpet Area,Bangalore,Semi-Furnished,2
4,120000,4105,11 out of 25,Carpet Area,Bangalore,Semi-Furnished,4
2,10000,800,Ground out of 5,Super Area,Bangalore,Semi-Furnished,2
2,8000,500,1 out of 3,Super Area,Bangalore,Semi-Furnished,1
2,9500,700,Ground out of 4,Super Area,Bangalore,Semi-Furnished,1
2,9000,1055,Ground out of 1,Carpet Area,Bangalore,Semi-Furnished,2
3,31000,1325,1 out of 10,Carpet Area,Bangalore,Semi-Furnished,2
2,14000,950,2 out of 4,Super Area,Bangalore,Unfurnished,2
1,7000,450,Ground out of 4,Carpet Area,Bangalore,Semi-Furnished,1
3,24000,1200,1 out of 3,Super Area,Bangalore,Semi-Furnished,2
1,8000,400,2 out of 3,Carpet Area,Bangalore,Semi-Furnished,1
1,22000,400,Ground out of 3,Super Area,Bangalore,Semi-Furnished,1
2,12000,600,Ground out of 2,Super Area,Bangalore,Semi-Furnished,2
1,5000,500,1 out of 2,Super Area,Bangalore,Unfurnished,1
1,6000,400,3 out of 4,Super Area,Bangalore,Unfurnished,1
2,30000,1100,2 out of 5,Super Area,Bangalore,Furnished,2
2,12000,650,2 out of 4,Super Area,Bangalore,Semi-Furnished,2
2,15000,600,2 out of 3,Super Area,Bangalore,Semi-Furnished,2
2,14000,800,1 out of 3,Super Area,Bangalore,Furnished,2
1,22000,460,3 out of 5,Carpet Area,Bangalore,Semi-Furnished,1
2,40000,1380,2 out of 9,Carpet Area,Bangalore,Semi-Furnished,2
1,12000,500,1 out of 3,Super Area,Bangalore,Semi-Furnished,1
2,15000,825,Ground out of 2,Super Area,Bangalore,Unfurnished,2
2,9500,700,2 out of 6,Super Area,Bangalore,Semi-Furnished,2
2,15000,1110,1 out of 2,Carpet Area,Bangalore,Unfurnished,2
2,15000,800,2 out of 4,Super Area,Bangalore,Semi-Furnished,2
2,10000,810,Ground out of 2,Super Area,Bangalore,Semi-Furnished,1
4,15000,1150,Ground out of 3,Super Area,Bangalore,Semi-Furnished,3
1,7000,700,3 out of 4,Super Area,Bangalore,Semi-Furnished,1
1,10000,300,2 out of 3,Super Area,Bangalore,Unfurnished,1
3,26969,1400,4 out of 14,Super Area,Bangalore,Semi-Furnished,3
1,8000,450,2 out of 3,Carpet Area,Bangalore,Unfurnished,1
3,52000,1603,26 out of 32,Carpet Area,Bangalore,Semi-Furnished,3
3,30000,1500,1 out of 1,Super Area,Bangalore,Semi-Furnished,2
1,6500,200,4 out of 4,Super Area,Bangalore,Semi-Furnished,1
3,22000,1500,Ground out of 5,Super Area,Bangalore,Furnished,3
1,10000,600,1 out of 3,Super Area,Bangalore,Semi-Furnished,1
1,6000,150,3 out of 4,Super Area,Bangalore,Furnished,1
2,13000,750,Ground out of 4,Super Area,Bangalore,Semi-Furnished,2
2,18000,1300,Ground out of 4,Super Area,Bangalore,Semi-Furnished,2
4,30000,1900,3 out of 5,Super Area,Bangalore,Unfurnished,3
2,10000,300,Ground out of 4,Carpet Area,Bangalore,Semi-Furnished,2
1,15000,700,2 out of 4,Super Area,Bangalore,Semi-Furnished,2
2,70000,1325,12 out of 16,Carpet Area,Bangalore,Semi-Furnished,2
2,19000,894,3 out of 4,Carpet Area,Bangalore,Unfurnished,2
2,20000,1100,3 out of 4,Super Area,Bangalore,Semi-Furnished,2
2,9000,600,1 out of 4,Super Area,Bangalore,Unfurnished,2
1,5000,500,Ground out of 2,Super Area,Bangalore,Furnished,1
2,27500,1000,4 out of 4,Carpet Area,Bangalore,Furnished,2
2,16000,850,Ground out of 3,Super Area,Bangalore,Semi-Furnished,2
1,12000,400,3 out of 3,Carpet Area,Bangalore,Semi-Furnished,1
3,75000,2400,5 out of 14,Carpet Area,Bangalore,Semi-Furnished,4
2,20000,1200,Ground out of 4,Super Area,Bangalore,Semi-Furnished,2
1,7000,500,1 out of 2,Super Area,Bangalore,Unfurnished,1
1,11000,550,Ground out of 2,Super Area,Bangalore,Semi-Furnished,1
1,13500,450,Ground out of 4,Carpet Area,Bangalore,Semi-Furnished,1
1,17000,430,4 out of 5,Super Area,Bangalore,Semi-Furnished,1
3,55000,2430,4 out of 5,Super Area,Bangalore,Semi-Furnished,3
1,13000,500,4 out of 5,Super Area,Bangalore,Furnished,2
2,11000,600,2 out of 5,Super Area,Bangalore,Semi-Furnished,1
2,16000,805,5 out of 6,Carpet Area,Bangalore,Furnished,2
2,23500,950,6 out of 8,Super Area,Bangalore,Semi-Furnished,2
2,8500,1000,1 out of 1,Carpet Area,Bangalore,Unfurnished,2
3,30000,1350,14 out of 14,Super Area,Bangalore,Furnished,3
3,22000,1500,2 out of 4,Carpet Area,Bangalore,Furnished,2
2,15000,1000,1 out of 3,Carpet Area,Bangalore,Unfurnished,2
3,15000,800,Ground out of 3,Super Area,Bangalore,Semi-Furnished,3
2,10000,1000,Ground out of 2,Carpet Area,Bangalore,Unfurnished,1
2,12500,800,2 out of 3,Super Area,Bangalore,Furnished,2
3,24000,1550,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,3
2,32000,1000,1 out of 5,Super Area,Bangalore,Unfurnished,2
2,19000,800,1 out of 4,Super Area,Bangalore,Unfurnished,2
1,9000,700,Ground out of 4,Super Area,Bangalore,Furnished,1
2,5500,500,7 out of 10,Super Area,Bangalore,Furnished,2
1,15000,500,2 out of 3,Carpet Area,Bangalore,Semi-Furnished,1
2,14000,900,1 out of 4,Super Area,Bangalore,Semi-Furnished,2
3,27000,1200,2 out of 3,Super Area,Bangalore,Unfurnished,2
2,14000,1000,1 out of 2,Super Area,Bangalore,Semi-Furnished,2
3,43000,1680,4 out of 9,Carpet Area,Bangalore,Unfurnished,3
2,30000,1100,2 out of 5,Carpet Area,Bangalore,Semi-Furnished,2
2,50000,1200,1 out of 5,Carpet Area,Bangalore,Furnished,1
1,15000,900,1 out of 3,Carpet Area,Bangalore,Semi-Furnished,2
3,25000,1600,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,3
2,25500,1475,4 out of 9,Carpet Area,Bangalore,Furnished,2
1,6000,300,1 out of 2,Super Area,Bangalore,Unfurnished,1
1,5000,400,1 out of 2,Super Area,Bangalore,Unfurnished,1
1,10000,550,1 out of 4,Super Area,Bangalore,Semi-Furnished,1
1,15000,400,1 out of 5,Super Area,Bangalore,Unfurnished,1
1,5000,500,1 out of 2,Super Area,Bangalore,Unfurnished,1
3,17000,1200,2 out of 2,Super Area,Bangalore,Unfurnished,3
2,14000,1300,2 out of 4,Super Area,Bangalore,Semi-Furnished,2
3,35000,2100,1 out of 2,Super Area,Bangalore,Furnished,3
2,35000,800,9 out of 10,Carpet Area,Bangalore,Semi-Furnished,1
2,16000,800,1 out of 4,Carpet Area,Bangalore,Semi-Furnished,1
4,130000,4341,9 out of 15,Carpet Area,Bangalore,Semi-Furnished,4
2,35000,1300,3 out of 5,Super Area,Bangalore,Semi-Furnished,2
1,10000,400,2 out of 2,Carpet Area,Bangalore,Semi-Furnished,1
2,12000,800,1 out of 3,Super Area,Bangalore,Unfurnished,2
2,10500,1000,Ground out of 3,Super Area,Bangalore,Unfurnished,1
1,8000,400,1 out of 5,Super Area,Bangalore,Semi-Furnished,1
2,15000,1100,Ground out of 5,Carpet Area,Bangalore,Semi-Furnished,2
2,25000,1200,4 out of 4,Carpet Area,Bangalore,Semi-Furnished,2
2,9000,600,1 out of 2,Super Area,Bangalore,Semi-Furnished,2
2,30000,1700,Ground out of 3,Super Area,Bangalore,Semi-Furnished,2
2,22000,846,2 out of 4,Carpet Area,Bangalore,Semi-Furnished,2
2,14000,1100,1 out of 3,Super Area,Bangalore,Unfurnished,2
2,12000,700,1 out of 2,Carpet Area,Bangalore,Semi-Furnished,1
2,10000,110,1 out of 1,Carpet Area,Bangalore,Unfurnished,2
3,25000,900,Ground out of 1,Super Area,Bangalore,Semi-Furnished,3
1,25000,420,17 out of 18,Carpet Area,Bangalore,Semi-Furnished,1
2,16000,800,1 out of 4,Super Area,Bangalore,Semi-Furnished,2
3,60000,1500,3 out of 4,Carpet Area,Bangalore,Semi-Furnished,3
1,7000,900,3 out of 4,Super Area,Bangalore,Semi-Furnished,1
3,21000,1600,1 out of 4,Super Area,Bangalore,Semi-Furnished,3
4,250000,5700,24 out of 25,Carpet Area,Bangalore,Semi-Furnished,4
1,19000,625,2 out of 4,Carpet Area,Bangalore,Unfurnished,1
4,42500,1760,1 out of 4,Carpet Area,Bangalore,Unfurnished,3
2,11000,600,Ground out of 3,Super Area,Bangalore,Furnished,1
2,18000,1200,3 out of 4,Super Area,Bangalore,Semi-Furnished,2
1,4300,300,2 out of 4,Super Area,Bangalore,Unfurnished,1
2,9000,900,2 out of 4,Super Area,Bangalore,Furnished,1
1,7000,450,1 out of 2,Super Area,Bangalore,Semi-Furnished,1
